id,gram,termID
688,gro,"[173, 398, 557, 1537, 1875, 1966, 2361, 2704, 2797, 2980, 3349, 3350, 3377, 4560, 4654, 5453, 5938, 7102, 7735, 7916, 8694, 8802, 9448, 9708, 9807, 10341, 10528, 10812, 10883, 11532, 11820, 12212]"
689,rou,"[173, 362, 554, 557, 1286, 1507, 1602, 1706, 1875, 2139, 2591, 2669, 2710, 2797, 3061, 3071, 3087, 3120, 3349, 3350, 3377, 4029, 4327, 4363, 4560, 5356, 5645, 5696, 5881, 6666, 6757, 6930, 7328, 7735, 7747, 7916, 8081, 8217, 8694, 9497, 9708, 9807, 9908, 10035, 10446, 10570, 10902, 11064, 11420, 11438, 11493, 11532, 11757, 12297, 12603, 12671]"
690,oup,"[173, 1698, 2265, 2797, 4743, 5124, 6440, 6995, 8694, 8896, 9708, 9807, 10025, 11102]"
691,up$,"[173, 5051, 5209, 6995, 7068, 7271, 7371, 8494, 8694, 8806, 8828, 8896, 9807, 10025, 10739, 11465, 11491, 12373]"
692,$le,"[174, 355, 463, 525, 599, 755, 890, 923, 971, 1045, 1188, 1216, 1226, 1258, 1436, 1468, 1497, 1576, 2073, 2084, 2193, 2195, 2604, 2610, 2659, 2819, 3107, 3505, 3603, 3894, 3968, 4010, 4037, 4251, 4425, 4481, 4515, 4532, 4723, 5157, 5190, 5435, 5610, 5674, 5974, 5987, 6040, 6075, 6085, 6259, 6377, 6430, 6455, 6720, 6814, 6925, 7087, 7135, 7365, 7699, 7701, 8018, 8178, 8239, 8352, 8459, 8472, 8891, 8970, 9217, 9275, 9298, 9379, 9407, 9703, 9754, 9818, 9938, 9942, 10254, 10438, 10647, 10697, 10704, 10845, 10995, 11295, 11392, 11605, 11802, 11868, 12033, 12320, 12351, 12387, 12511]"
693,$ro,"[175, 480, 554, 857, 894, 1024, 1507, 1583, 1689, 1794, 1814, 1902, 2336, 2378, 2447, 2591, 2669, 2672, 2937, 3061, 3453, 3841, 3884, 3914, 3976, 4005, 4006, 4191, 4279, 4678, 4939, 5013, 5342, 5343, 5356, 5475, 5652, 5774, 6063, 6205, 6319, 6435, 6640, 6666, 6712, 6791, 6826, 6934, 7020, 7328, 7367, 7507, 7651, 7747, 7788, 7963, 8208, 8299, 8303, 8306, 8371, 8583, 8661, 8733, 8817, 8963, 9408, 9497, 9608, 10033, 10097, 10309, 10383, 10446, 10475, 10687, 10801, 10811, 10962, 10989, 11420, 11483, 11523, 11906, 12008, 12197, 12235, 12270, 12345, 12562, 12671, 12675, 12699, 12738]"
694,rob,"[175, 214, 742, 1287, 1689, 1794, 2261, 2937, 3841, 4102, 4625, 5056, 5160, 6164, 6640, 7076, 7507, 7651, 7963, 9709, 9711, 10033, 10048, 11045, 11906]"
695,obe,"[175, 707, 3999, 4625, 6238, 6640, 6873, 7342, 8316, 10033, 10213]"
696,ert,"[175, 460, 634, 965, 976, 1736, 1903, 1959, 2000, 2040, 2156, 2382, 2619, 2629, 2675, 2793, 2873, 3041, 3174, 3221, 3548, 3944, 4049, 4430, 4460, 4593, 4825, 4895, 4930, 4962, 4974, 5363, 5382, 5484, 5487, 5512, 6238, 6359, 6417, 6556, 6576, 6640, 6690, 6797, 6970, 7004, 7030, 7585, 7685, 7810, 7939, 8127, 8490, 8864, 8910, 8995, 9042, 9127, 9436, 9516, 9534, 9664, 9665, 9739, 9748, 9758, 9809, 9849, 9892, 10033, 10203, 10553, 10750, 10822, 10823, 10886, 11206, 11253, 11294, 11416, 11459, 11562, 11770, 12018, 12053, 12083, 12149, 12380, 12386, 12420, 12450, 12611, 12710]"
697,thr,"[176, 469, 1974, 3071, 3551, 3692, 4327, 4363, 4394, 4816, 4905, 4948, 5133, 5748, 6167, 7196, 10071, 10902, 11637, 12057]"
698,hro,"[176, 2684, 3071, 3692, 4327, 4363, 4394, 5497, 10071, 10902, 12057, 12154, 12721]"
699,bel,"[177, 757, 1016, 2256, 2501, 2506, 2562, 5045, 5516, 5993, 6343, 6366, 6405, 6478, 7645, 8115, 8143, 8211, 8316, 8615, 8921, 9099, 10546, 10755, 10848, 11241, 11412, 11655, 12687]"
700,$he,"[178, 190, 261, 387, 411, 604, 1198, 1277, 1487, 1731, 1991, 2362, 2459, 2642, 2683, 2821, 2826, 2873, 2956, 3013, 3017, 3227, 3245, 3766, 3767, 4031, 4045, 4188, 4339, 4490, 4551, 4571, 4932, 5046, 5314, 5365, 5418, 5623, 5624, 5642, 5824, 5952, 5969, 6009, 6503, 6532, 6540, 6717, 6731, 6782, 7143, 7189, 7605, 7649, 7676, 7842, 7906, 7995, 8236, 8369, 8411, 8603, 8704, 9228, 9283, 9366, 9403, 9410, 9452, 9456, 9528, 9534, 9605, 9878, 9941, 10058, 10324, 10404, 10516, 10701, 10829, 10863, 11012, 11062, 11163, 11388, 11432, 11441, 11734, 11844, 11951, 12342, 12372, 12730]"
701,hel,"[178, 190, 576, 2459, 2821, 2976, 3227, 3393, 3761, 4246, 4490, 5363, 5643, 5969, 6009, 6156, 6221, 6438, 6717, 7143, 7451, 7555, 7621, 7818, 8411, 8488, 9431, 9878, 10171, 11428, 11844, 12077, 12271, 12552, 12743]"
702,eld,"[178, 792, 1257, 1486, 1791, 2038, 2393, 3752, 4600, 5472, 5628, 5718, 6145, 6483, 7621, 8277, 8411, 8437, 8844, 8868, 9357, 9382, 9431, 11428, 11461, 11720, 12316, 12555]"
703,$pe,"[180, 226, 233, 280, 363, 424, 531, 651, 828, 834, 846, 851, 853, 1004, 1013, 1060, 1142, 1201, 1339, 1341, 1423, 1514, 1559, 1680, 1699, 1819, 1856, 1950, 2026, 2081, 2341, 2407, 2540, 2748, 3053, 3285, 3381, 3504, 3613, 3614, 3709, 3755, 3788, 3813, 4150, 4171, 4194, 4255, 4306, 4344, 4500, 4513, 4546, 4610, 4665, 4706, 4855, 4886, 4904, 5076, 5160, 5210, 5212, 5267, 5573, 5742, 5814, 5830, 6111, 6154, 6191, 6300, 6386, 6797, 6853, 6935, 7156, 7216, 7220, 7314, 7323, 7505, 7636, 7679, 7752, 7801, 7817, 8382, 8404, 8505, 8683, 8901, 9071, 9172, 9361, 9409, 9474, 9603, 10017, 10191, 10194, 10221, 10268, 10275, 10493, 10607, 10664, 10746, 10791, 10802, 10886, 10947, 10968, 11191, 11206, 11274, 11381, 11520, 11578, 11686, 11725, 11871, 11894, 12299, 12319, 12380, 12390, 12428, 12514, 12611, 12640, 12642, 12722, 12729]"
704,peo,"[180, 10968]"
705,eop,"[180, 842, 4757, 5278, 6092, 7212, 8657, 9420, 12383]"
706,opl,"[180, 8587, 8793, 9524]"
707,ild,"[181, 666, 1665, 1671, 1713, 1878, 2046, 3130, 3792, 4082, 4086, 4126, 5090, 5423, 5475, 6884, 8194, 8828, 9268, 9340, 9549, 11182, 12065]"
708,rm$,"[183, 281, 388, 478, 734, 1272, 1491, 1644, 2855, 3521, 5256, 5602, 6111, 6118, 6196, 7354, 7543, 8065, 8232, 9572, 11008, 11240, 11372]"
709,$kn,"[184, 942, 4223, 5657, 6413, 6453, 7830, 9909, 10569, 11466]"
710,kno,"[184, 942, 1560, 4223, 4720, 7830, 8046, 8595, 9909, 10569]"
711,now,"[184, 942, 1560, 4223, 4720, 7543, 7830, 7904, 8046, 8595, 9423]"
712,own,"[184, 788, 953, 1241, 1870, 1912, 1998, 2060, 2199, 2336, 2430, 2560, 2698, 3123, 3159, 3359, 3466, 3733, 3985, 4394, 4488, 4582, 4720, 5303, 5453, 5566, 5825, 5867, 6120, 6575, 6943, 7059, 7059, 7665, 9338, 9571, 9581, 9874, 9926, 9990, 10259, 10344, 10659, 11251, 11678, 11916, 11963, 12366, 12706]"
713,wn$,"[184, 1241, 2060, 2199, 2507, 2560, 2698, 3123, 3214, 3733, 3922, 4394, 4488, 4582, 4720, 5453, 5566, 5867, 6943, 7059, 7665, 7692, 9581, 10259, 11251, 11665, 11678, 11916, 12706]"
714,mod,"[185, 1570, 2331, 3403, 3442, 3455, 3497, 3518, 4007, 4330, 4462, 4885, 5047, 5167, 5170, 5872, 6103, 6573, 6702, 7014, 7115, 7165, 7204, 7557, 8001, 8084, 8742, 11234, 11733, 11901]"
715,odi,"[185, 1559, 2331, 2767, 3518, 4007, 5052, 5170, 6154, 7215, 10406]"
716,dif,"[185, 1038, 1290, 2660, 3518, 4007, 4483, 5096, 5170, 5525, 7471, 11390, 11788]"
717,fie,"[185, 636, 791, 792, 1051, 1252, 1257, 1465, 1716, 2393, 2452, 2777, 3146, 3536, 3567, 3752, 3930, 4600, 4753, 4830, 5472, 5489, 6480, 6483, 6661, 6955, 6973, 7685, 7831, 8437, 8844, 8868, 9096, 9232, 9233, 9975, 10238, 10407, 11461, 12191, 12316, 12355, 12555]"
718,$ho,"[186, 224, 285, 390, 517, 523, 713, 724, 754, 996, 1254, 1328, 1332, 1466, 1579, 1651, 1758, 1792, 2223, 2229, 2665, 2915, 2924, 2934, 3006, 3314, 3364, 3397, 3458, 3778, 3956, 4562, 4633, 4801, 4829, 5007, 5876, 6231, 6320, 6322, 6472, 7286, 7308, 8142, 8272, 8281, 8770, 9109, 9209, 9280, 9428, 9440, 9577, 9689, 9731, 9943, 10041, 10075, 10421, 10476, 11125, 11414, 11422, 11492, 11550, 11596, 11769, 11785, 11847, 11860, 12114, 12164, 12228, 12231, 12393, 12475, 12636]"
719,hos,"[186, 754, 1792, 3306, 4503, 5099, 6317, 7308, 9209, 9263, 9577, 10075, 10421, 11414]"
720,ost,"[186, 317, 503, 754, 944, 1384, 1443, 1457, 1684, 1792, 2219, 2263, 2463, 2623, 2680, 3089, 3110, 3794, 3797, 4436, 4449, 4612, 4971, 5013, 5186, 5329, 6504, 7380, 7556, 8285, 8842, 8863, 9478, 9577, 10403, 10421, 10654, 10893, 11358, 11414, 11659, 11810, 12034, 12165, 12587, 12672, 12738]"
721,$bi,"[187, 350, 446, 594, 1032, 1509, 1554, 1664, 1676, 2043, 2184, 2670, 3502, 3557, 3676, 3742, 3853, 3958, 4366, 4470, 4754, 5394, 5868, 6174, 6535, 6600, 6971, 7054, 7213, 7563, 7688, 7881, 8082, 8519, 8944, 8986, 9812, 10291, 11187, 11292, 11360, 11579, 11687, 11947, 12062, 12325, 12338, 12557, 12578, 12659]"
722,bir,"[187, 2670, 8453, 11187, 12578]"
723,irt,"[187, 505, 5235, 7494, 8132, 9465, 10467, 11599, 12727]"
724,rth,"[187, 822, 1184, 1195, 1923, 1940, 2959, 3692, 3842, 3935, 3936, 3944, 4324, 4918, 5129, 5363, 5541, 5931, 6102, 7134, 7532, 7627, 7661, 7810, 7941, 8256, 8864, 9809, 9849, 9888, 10817, 10822, 10823, 10988, 11131, 11432, 11637, 11989, 12310, 12420, 12611]"
725,th$,"[187, 200, 270, 398, 599, 822, 861, 1078, 1184, 1351, 1515, 1923, 2071, 2354, 2362, 2616, 2730, 3471, 3699, 3749, 3848, 4151, 4568, 4618, 5685, 5728, 5931, 5958, 6409, 6620, 6898, 7042, 7364, 7457, 7542, 7645, 7661, 7935, 7941, 8218, 8256, 8367, 8653, 9411, 9527, 9540, 9658, 9809, 9888, 9956, 10442, 10833, 11432, 11496, 11538, 12109, 12186, 12397, 12557, 12611]"
726,ntr,"[188, 206, 213, 290, 962, 1039, 1246, 1488, 1663, 1772, 1790, 1920, 2130, 2200, 2251, 2336, 2569, 2620, 2679, 2697, 2804, 2902, 3086, 3325, 3444, 3602, 3607, 4169, 4300, 4738, 5340, 5548, 5562, 5681, 5990, 6282, 6432, 6825, 6843, 7024, 7472, 7490, 7624, 7630, 7862, 8014, 8015, 8121, 8231, 8261, 8289, 8515, 8538, 8581, 8949, 8985, 9081, 9338, 9559, 9568, 9700, 9925, 9939, 10330, 10672, 10703, 10756, 10757, 10805, 10959, 11183, 11354, 11364, 11472, 11507, 11537, 11602, 11826, 11839, 12379, 12701]"
727,tro,"[188, 302, 511, 851, 1039, 1201, 1255, 1706, 1790, 1856, 1882, 1920, 1969, 2133, 2139, 2251, 2679, 2699, 2971, 3087, 3099, 4255, 4341, 4511, 4738, 5148, 5160, 5548, 5562, 5922, 6071, 6229, 6282, 7022, 7024, 7150, 7216, 7267, 7527, 7635, 7695, 7948, 8014, 8215, 8289, 8315, 8403, 8538, 8562, 8569, 8581, 8676, 8725, 8906, 9429, 9568, 9653, 9877, 9939, 9954, 10112, 10143, 10380, 10416, 10768, 10776, 10966, 11191, 11364, 11509, 11537, 11603, 11660, 11805, 11871, 12021, 12208, 12297, 12574, 12722]"
728,ol$,"[188, 1908, 3012, 3313, 4486, 4511, 4764, 5270, 5428, 5864, 6937, 7056, 7216, 7246, 7358, 7786, 8522, 10416, 11170, 11364, 11937, 12447, 12670]"
729,$pi,"[189, 1207, 3292, 3600, 3913, 4248, 4672, 4856, 4900, 5064, 5209, 5253, 5716, 6034, 6051, 6427, 6759, 6762, 7274, 7484, 7748, 8323, 8394, 8410, 8550, 8617, 8847, 8917, 8982, 9187, 9188, 9343, 9426, 10195, 10468, 10866, 11009, 11517, 12250, 12259, 12518]"
730,pil,"[189, 4248, 4604, 4856, 6759, 6818, 8860, 8936, 9706, 9813, 9901, 10816, 11517, 12124, 12686]"
731,ill,"[189, 322, 373, 594, 637, 806, 848, 1032, 1260, 1522, 1915, 1925, 2003, 2115, 2144, 2165, 2273, 2558, 2721, 2788, 2838, 3118, 3155, 3288, 3310, 3405, 3436, 3601, 3636, 3742, 3959, 4050, 4069, 4470, 4512, 4516, 4575, 4604, 4695, 4709, 4752, 5154, 5510, 5621, 5741, 5756, 6225, 6489, 6535, 6603, 6742, 6759, 6802, 6889, 6957, 7097, 7213, 7361, 7478, 7563, 7665, 8192, 8311, 8312, 8346, 8512, 8519, 8552, 8720, 8732, 8876, 8886, 8961, 9178, 9227, 9308, 9435, 9615, 9651, 9785, 9811, 9813, 9908, 9912, 9958, 9967, 10241, 10625, 10679, 10816, 10993, 11207, 11335, 11474, 11517, 11579, 11600, 11737, 11775, 11953, 12040, 12124, 12137, 12139, 12610, 12618, 12659]"
732,elp,"[190, 2459, 2821, 3759, 4490, 6221, 7143]"
733,lp$,"[190, 8816, 9129]"
734,ven,"[191, 198, 215, 519, 1177, 1187, 1366, 1450, 1464, 1529, 1544, 1843, 1898, 2424, 2724, 3109, 3725, 3774, 4048, 4206, 4325, 4368, 4734, 4788, 5072, 5174, 5231, 5775, 5845, 5907, 5994, 6569, 6598, 6645, 6810, 6871, 6987, 7226, 7362, 7515, 7516, 7652, 7656, 7850, 7979, 8350, 8431, 8522, 8650, 8653, 8833, 8903, 8958, 9225, 9844, 10055, 10567, 10758, 10972, 11138, 11185, 11236, 11265, 11837, 11955, 11959, 12397, 12415, 12745]"
735,anc,"[192, 253, 424, 450, 456, 470, 527, 530, 926, 952, 1083, 1136, 1159, 1233, 1386, 1593, 1648, 1970, 2010, 2201, 2297, 2425, 2438, 2662, 2700, 2735, 2863, 2907, 3051, 3073, 3096, 3420, 3489, 3623, 3641, 3665, 3740, 3790, 3966, 4020, 4209, 4236, 4495, 4558, 4581, 4629, 4715, 4772, 4781, 4879, 4907, 4919, 4990, 5102, 5151, 5312, 5371, 5473, 5577, 5604, 5704, 5708, 5776, 5796, 5880, 5921, 5951, 5961, 6131, 6207, 6603, 6628, 6824, 6908, 6926, 6944, 7101, 7185, 7256, 7268, 7546, 7756, 7763, 7806, 7814, 8004, 8042, 8087, 8192, 8325, 8413, 8515, 8576, 8596, 8601, 8694, 8765, 8780, 8821, 8853, 8941, 9023, 9051, 9318, 9488, 9618, 9795, 9810, 9953, 10088, 10101, 10140, 10188, 10193, 10199, 10239, 10265, 10365, 10391, 10515, 10548, 10696, 10700, 10710, 10711, 11027, 11079, 11544, 12105, 12509, 12572, 12741]"
736,$ce,"[193, 663, 668, 976, 1076, 1203, 1488, 1903, 2130, 2156, 2200, 3202, 3221, 3444, 3467, 3818, 3882, 3910, 4063, 4895, 5214, 5565, 5802, 5887, 6270, 6342, 7624, 7685, 7949, 8015, 8429, 8538, 9327, 9575, 9903, 10264, 10316, 10512, 10672, 10896, 10952, 11121, 11294, 12042, 12075, 12106, 12149, 12626, 12740]"
737,$at,"[194, 752, 1235, 1601, 2049, 2166, 2231, 2599, 3173, 3343, 3414, 4060, 4166, 4200, 4465, 4498, 4627, 5033, 5336, 5586, 5605, 5856, 6021, 6147, 6159, 6308, 7012, 7116, 7583, 7814, 7837, 7954, 8334, 8470, 9104, 9663, 9761, 10054, 10122, 10985, 11138, 11991, 12277]"
738,atl,"[194, 2590, 4465, 5247, 5337, 6159, 6890, 11016]"
739,tla,"[194, 2590, 3960, 4465, 6014, 6159, 6794, 10777, 11000]"
740,ta$,"[194, 241, 1048, 1312, 2219, 2497, 3041, 3666, 3691, 4441, 4493, 4806, 5227, 5830, 5996, 6448, 7027, 7284, 7792, 7937, 8154, 8564, 8739, 8920, 9151, 9511, 10073, 10156, 10547, 10677, 10879, 11084, 11133, 11417, 11645, 11906, 12516]"
741,ovi,"[196, 1132, 1231, 1496, 1503, 1632, 1963, 2379, 2460, 2983, 3037, 3743, 4001, 4015, 4938, 5281, 5995, 6189, 6660, 7333, 9373, 10209, 10966, 12474]"
742,de$,"[196, 246, 328, 592, 606, 772, 975, 1050, 1122, 1247, 1418, 1686, 1688, 1702, 1835, 1968, 2079, 2120, 2663, 2720, 2998, 3196, 3414, 3466, 3504, 3566, 3836, 4213, 4288, 4473, 4571, 4679, 5239, 5484, 5544, 5765, 6365, 6405, 6514, 6575, 6807, 7062, 7077, 7220, 7336, 7475, 7743, 8137, 8429, 8469, 8640, 8724, 8763, 8799, 8985, 9405, 9468, 9570, 9588, 9609, 9638, 9988, 10267, 10282, 10629, 10741, 10870, 10896, 11183, 11284, 11853, 11901, 12647]"
743,tak,"[199, 228, 634, 1550, 1695, 2374, 2629, 2758, 3128, 5345, 5438, 6370, 6486, 7004, 8645, 10539, 10924, 11353, 11645, 11974, 11975, 12028, 12404, 12522]"
744,mon,"[200, 434, 461, 477, 585, 748, 1428, 1561, 1619, 2322, 2763, 3086, 3629, 3650, 3765, 3835, 3866, 3887, 4008, 4135, 4487, 4618, 4721, 4982, 5309, 5381, 5383, 5700, 6078, 6231, 6671, 6767, 6856, 6857, 6901, 7389, 7551, 7722, 7949, 7957, 8432, 8526, 9161, 9187, 9906, 10246, 10325, 10352, 10528, 10704, 10827, 10987, 11042, 11471, 11608, 11777, 11799, 11874, 11938, 11956, 11984, 12321, 12413, 12432, 12631]"
745,nth,"[200, 1428, 2071, 3272, 3796, 4192, 5189, 5834, 6023, 6630, 8180, 8309, 8600, 8653, 9235, 10071, 10659, 10727, 11373, 11496, 12358, 12397, 12415]"
746,stu,"[201, 1854, 2244, 4233, 4686, 5650, 5686, 5916, 6504, 7031, 7405, 8794, 10088, 10358, 10507, 10654, 11529, 11718, 12190, 12535]"
747,tud,"[201, 1854, 3414, 4473, 5686, 5916, 11718]"
748,udy,"[201, 1854, 4747, 7827]"
749,dy$,"[201, 351, 368, 893, 1165, 1281, 2799, 3275, 3698, 3746, 3755, 4747, 5620, 6149, 6187, 6592, 7568, 7827, 8238, 8422, 8711, 8894, 8929, 9077, 9566, 9648, 11571, 11715, 12156, 12383, 12391]"
750,fou,"[202, 496, 822, 1262, 1447, 2781, 3055, 5144, 5936, 5967, 8430, 8870, 9641, 11933, 12469, 12549]"
751,oun,"[202, 213, 362, 392, 445, 557, 672, 878, 1217, 1261, 1306, 1349, 1401, 1447, 1505, 1507, 1525, 1602, 1645, 1752, 1875, 1916, 1938, 2348, 2561, 2781, 3055, 3349, 3350, 3377, 3417, 3585, 3633, 3721, 4108, 4333, 4476, 4560, 4652, 4666, 4881, 5035, 5484, 5487, 5645, 5936, 5967, 5998, 6216, 6307, 6327, 6513, 6624, 6666, 6683, 6861, 6961, 7144, 7208, 7307, 7328, 7523, 7735, 7787, 7860, 7916, 8012, 8040, 8291, 8430, 8652, 8687, 8827, 8870, 8969, 8985, 9031, 9124, 9153, 9497, 9499, 9573, 9641, 10010, 10188, 10570, 10828, 10860, 11145, 11183, 11347, 11393, 11532, 11797, 11933, 12469, 12549]"
752,und,"[202, 282, 362, 557, 634, 1191, 1261, 1293, 1447, 1507, 1525, 1602, 1875, 2174, 2279, 2629, 2693, 2781, 2806, 2850, 2910, 3055, 3349, 3350, 3377, 3377, 3417, 3427, 3448, 3591, 3762, 3832, 4092, 4108, 4134, 4148, 4189, 4231, 4303, 4433, 4560, 4688, 5029, 5035, 5054, 5480, 5640, 5645, 5776, 5936, 5967, 6119, 6146, 6285, 6585, 6666, 6683, 6746, 6812, 6852, 6960, 7004, 7307, 7328, 7348, 7523, 7538, 7675, 7735, 7787, 7916, 8040, 8200, 8220, 8242, 8257, 8308, 8385, 8414, 8610, 8652, 8687, 8870, 8872, 8894, 8945, 9124, 9127, 9210, 9497, 9542, 9573, 9612, 9641, 9880, 9982, 10010, 10036, 10087, 10162, 10327, 10409, 10562, 10570, 10576, 10735, 10804, 10828, 11054, 11100, 11273, 11327, 11532, 11724, 11933, 12285, 12450, 12469, 12527, 12549, 12693]"
753,var,"[203, 1140, 4299, 7121, 7857, 8898, 9092, 9259, 9358, 9940, 11772, 12099]"
754,ari,"[203, 361, 429, 659, 687, 877, 910, 1049, 1140, 1182, 1472, 1574, 1981, 2094, 2125, 2126, 2151, 2296, 2702, 2864, 3105, 3567, 3569, 3610, 3691, 3964, 4098, 4145, 4299, 4423, 4443, 4551, 4712, 4847, 5168, 5218, 5306, 5362, 5489, 5601, 6011, 6035, 6094, 6160, 6194, 6316, 6361, 6431, 6436, 6489, 6693, 6784, 6791, 7229, 7278, 7318, 7392, 7466, 7737, 7819, 7857, 7982, 8313, 8659, 8684, 9259, 9774, 9854, 9940, 10250, 10363, 10890, 10985, 11053, 11076, 11246, 11276, 11551, 11685, 11702, 11772, 11794, 12049, 12432, 12698]"
755,$ty,"[204, 2298, 2860, 7851, 10349]"
756,typ,"[204, 2860, 9347, 9553, 10349]"
757,ype,"[204, 9347, 9553]"
758,pe$,"[204, 686, 1203, 1651, 1865, 2284, 2346, 2936, 3714, 5124, 5567, 6229, 6789, 7274, 8140, 8340, 8697, 9050, 9146, 9347, 9553, 9708, 10413, 11924, 12371]"
759,$or,"[205, 342, 467, 493, 1404, 1552, 1990, 2008, 2163, 2645, 2844, 3649, 3718, 3738, 3963, 4431, 5478, 5488, 5693, 5703, 5790, 6355, 7256, 7319, 7480, 7622, 7769, 8358, 8439, 8576, 8716, 8900, 9321, 9872, 10554, 12204]"
760,ace,"[206, 650, 1061, 1209, 1734, 1748, 2001, 2054, 2366, 2716, 3033, 3082, 3341, 3483, 3885, 4179, 4792, 4840, 4923, 4937, 4942, 5257, 6922, 7126, 7156, 7679, 7804, 7957, 7971, 8880, 8888, 9197, 9539, 9564, 10531, 10762, 11281, 11787, 12000, 12390, 12574]"
761,cep,"[206, 468, 926, 1095, 1131, 1203, 2031, 2926, 3183, 3670, 4677, 4998, 5753, 5986, 6708, 6853, 6929, 7347, 7592, 8331, 9797, 11486, 11572, 12263, 12503]"
762,ept,"[206, 405, 468, 926, 1095, 1131, 1489, 2031, 2712, 2926, 3183, 3471, 3670, 4677, 4998, 5023, 5025, 5692, 5753, 5917, 5986, 6708, 6853, 6929, 7347, 7592, 9485, 9797, 11486, 11572, 11620, 12263, 12503, 12742]"
763,pti,"[206, 1023, 1130, 1660, 2753, 3183, 3415, 3476, 3572, 3670, 3706, 3787, 3880, 4200, 4235, 4677, 4998, 5023, 5025, 5150, 5753, 5986, 6708, 6787, 6853, 6929, 7060, 7114, 7424, 7927, 8327, 8462, 9060, 9323, 9797, 9830, 9833, 10070, 10106, 11500, 11572, 11779, 12125, 12138, 12263, 12536]"
764,$eq,"[207, 921, 1000, 1633, 3868, 4567, 6260, 6494, 6996, 7420, 9915, 11351, 11683, 11789]"
765,equ,"[207, 670, 678, 921, 928, 957, 980, 1000, 1320, 1633, 2415, 2583, 2646, 2970, 3652, 3868, 4170, 4208, 4628, 4651, 4746, 5236, 5569, 5648, 5698, 6260, 6402, 6494, 6996, 7420, 8077, 8433, 9165, 9915, 10027, 10220, 11351, 11683, 11789, 12021, 12466, 12529, 12539]"
766,qua,"[207, 823, 1195, 1320, 1329, 1588, 1991, 2332, 2646, 3245, 3379, 3481, 3734, 3868, 4830, 5648, 5698, 5973, 6402, 6444, 6792, 6955, 7810, 7812, 8748, 8998, 9232, 9234, 9487, 9915, 10069, 10176, 10363, 11503, 11683, 11789, 12355]"
767,lly,"[207, 223, 343, 485, 498, 505, 1323, 1559, 1564, 1714, 1719, 1768, 2103, 2131, 2137, 2315, 2428, 2490, 2500, 2504, 2597, 2645, 2828, 2871, 3183, 3380, 3519, 3592, 3739, 3810, 3932, 3934, 4027, 4092, 4247, 4290, 4359, 4401, 4475, 4626, 4706, 4875, 5045, 5142, 5174, 5202, 5385, 5435, 5460, 5740, 5809, 5852, 5880, 5925, 5946, 6069, 6225, 6226, 6230, 6251, 6294, 6322, 6523, 6687, 6742, 6751, 6768, 6787, 6834, 7074, 7327, 7333, 7363, 7448, 7495, 7512, 7702, 8270, 8393, 8406, 8456, 8513, 8879, 8961, 9168, 9432, 9434, 9598, 9642, 9647, 9986, 10143, 10242, 10349, 10599, 10936, 10976, 11492, 11747, 11807, 12164, 12183, 12330, 12338, 12524, 12539]"
768,rin,"[208, 324, 361, 484, 490, 652, 910, 950, 1044, 1168, 1182, 1273, 1303, 1327, 1333, 1398, 1518, 1548, 1564, 1884, 1981, 2085, 2094, 2125, 2145, 2151, 2290, 2674, 2722, 2731, 2734, 2943, 2993, 3098, 3105, 3155, 3213, 3249, 3361, 3652, 3668, 3671, 3723, 3823, 3871, 4014, 4167, 4323, 4328, 4443, 4517, 4551, 4600, 4610, 4613, 4676, 4847, 4870, 4928, 4950, 4984, 5116, 5197, 5328, 5329, 5609, 5690, 5700, 5818, 5855, 5927, 6026, 6035, 6194, 6254, 6347, 6504, 6604, 6983, 7040, 7071, 7241, 7278, 7290, 7318, 7440, 7480, 7521, 7565, 7703, 7772, 7805, 7819, 7824, 7847, 7925, 7978, 8062, 8284, 8411, 8464, 8684, 8752, 8838, 8843, 8900, 8969, 9190, 9472, 9560, 9694, 9854, 9858, 9910, 10008, 10021, 10078, 10083, 10116, 10179, 10205, 10284, 10288, 10363, 10370, 10487, 10495, 10534, 10611, 10651, 10678, 10682, 10731, 10775, 10909, 11075, 11076, 11117, 11163, 11205, 11229, 11292, 11304, 11441, 11504, 11535, 11550, 11709, 11722, 11788, 11794, 11817, 11831, 12059, 12078, 12201, 12274, 12462, 12580, 12636]"
769,her,"[210, 249, 334, 464, 571, 682, 892, 1062, 1198, 1237, 1499, 1738, 1852, 1884, 1940, 1979, 2203, 2235, 2691, 2826, 2873, 3147, 3213, 3293, 3709, 3764, 3767, 3804, 4060, 4104, 4261, 4277, 4349, 4448, 4484, 4571, 4663, 4674, 4848, 5046, 5097, 5188, 5197, 5314, 5375, 5389, 5607, 5824, 5834, 5929, 5968, 6021, 6102, 6400, 6689, 6944, 6984, 7249, 7530, 7749, 7841, 7939, 8236, 8260, 8464, 8523, 8574, 8795, 8987, 9141, 9196, 9366, 9456, 9524, 9534, 9605, 9652, 9870, 9938, 10029, 10074, 10253, 10404, 10449, 10454, 10559, 10738, 10777, 10822, 11163, 11388, 11441, 11549, 11748, 11759, 11770, 11905, 11999, 12199, 12439]"
770,$es,"[211, 308, 393, 440, 485, 798, 3385, 3748, 4245, 4491, 4646, 4980, 5001, 5107, 5463, 5827, 6251, 6564, 7587, 8024, 8110, 8719, 9050, 9067, 9764, 10210, 10280, 10414, 10747, 11049, 11320, 11367, 12298, 12733]"
